Stakekey,Address,NFT,Amount
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Goguen Bronze,1
stake1uxfvvwuc7umas59cp0aaxf9ptuj8y2sf9829rkdv0klx9mscvjy7m,addr1qyjdr7cjvpunkgk2aytjq0seff43xjxldzfgmhxpg3lt6zvjccae3aehmpgtszlm6vj2zheywg4qj2w528v6cld7vthqaj2rsd,The Cardanaires Goguen Bronze,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Girolamo Silver,1
stake1uxn37qupew286rntqyyfnf33nf5lrlmzkwygf6jljc2hursz8ja7c,addr1qxk2v5gtf5q0rjng66r5vfjnct5nwflnus6flafjqj99qjd8rupcrju5058xkqggnxnrrxnf78lk9vugsn49l9s40c8qdggqxq,The Cardanaires Girolamo Silver,1
stake1u9ns59tawdqdfnyv3p49q9z3qxxn8rkm8fy96ukx9ap3qpcx9x350,addr1q8ddv2x4ezy63rkhp22edsg6066n4d55hmznfwzf4rkwsgr8pg2h6u6q6nxgezr22q29zqvdxw8dkwjgt4evvt6rzqrs23t5c2,The Cardanaires Girolamo Silver,1
stake1uxl56f54ap9kgj8vmn27cyhn39vcpa3exr5h5lt0pwdwgfcz3u2mr,addr1qxgppz8hp7c5rv43a4ygw69nwt4pfx8lrqvnqx54smx8dw4lf5nft6ztv3ywehx4asf08z2esrmrjv8f0f7k7zu6usns20t0nd,The Cardanaires Girolamo Silver,1
stake1u8lnhtysl8j4c54je0jm25sn6us5u8quz0ktz3pnm6p3k8ckvgjq7,addr1qy8hgvjrgdvp9w0vawdsvza2xvxcyam04a6t7rg2uxrxdn0l8wkfp709t3ft9jl9k4fp84epfcwpcylvk9zr8h5rrv0stwkuky,The Cardanaires Girolamo Gold,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Girolamo Gold,1
stake1u8lnhtysl8j4c54je0jm25sn6us5u8quz0ktz3pnm6p3k8ckvgjq7,addr1qy8hgvjrgdvp9w0vawdsvza2xvxcyam04a6t7rg2uxrxdn0l8wkfp709t3ft9jl9k4fp84epfcwpcylvk9zr8h5rrv0stwkuky,The Cardanaires Girolamo Bronze,1
stake1uxn37qupew286rntqyyfnf33nf5lrlmzkwygf6jljc2hursz8ja7c,addr1qxk2v5gtf5q0rjng66r5vfjnct5nwflnus6flafjqj99qjd8rupcrju5058xkqggnxnrrxnf78lk9vugsn49l9s40c8qdggqxq,The Cardanaires Girolamo Bronze,1
stake1u8quhwpckd3k9qxhj2z3wmf2xh37u8fp55h6d3ha0tpsnlcmachxc,addr1qyky3y4g9hh7p4rl83wuzapcg5jxdks42hus95en7mak3kxpewur3vmrv2qd0y59zakj5d0racwjrff05mr067krp8lsxwesw7,The Cardanaires Girolamo Bronze,1
stake1uxfvvwuc7umas59cp0aaxf9ptuj8y2sf9829rkdv0klx9mscvjy7m,addr1qyjdr7cjvpunkgk2aytjq0seff43xjxldzfgmhxpg3lt6zvjccae3aehmpgtszlm6vj2zheywg4qj2w528v6cld7vthqaj2rsd,The Cardanaires Girolamo Bronze,1
stake1uy37g082tr4d4f8yrcvmyf5aqc0s6utt02v4m3zshx86djg9g4jtq,addr1qxaepuj3w3l6tqetume056zpcycmkp52zyr3s7xyumcejc3rus7w5k82m2jwg8sekgnf6pslp4ckk75ethz9pwv05mys6x6kla,The Cardanaires Daedalus Silver,1
stake1u9w474hvnceawcxe5lql76y7wwmc428x0j4zz743s7d0p0snc35ss,addr1q82uht9jycskynx89mzl3t9c66np6j9qgg2gdtxhxq59vmzatatwe83n6asdnf7pla5fuuah325wvl92y9atrpu67zlql60jmg,The Cardanaires Daedalus Silver,1
stake1u8awz2glyrcu2tr95jd4k373zhndvxm0ygpdpzg9exwe0zsgjdyss,addr1q85wlgwnacehcmr74t2m68825e3re9c4g8wvq0dc2c4tyrl6uy537g83c5kxtfymtdraz90x6cdk7gsz6zystjvaj79qjpjgwz,The Cardanaires Daedalus Silver,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Daedalus Silver,1
stake1uyagxn4plf7nef8cm9xyu0kh53vjtml5m6c55lnf9cr3gwccxqqj2,addr1qyjf5ma3y79jymp8kzves0yej43u3028gcdph765zqwcufe6sd82r7na8jj03k2vfcld0fzeyhhlfh43fflxjts8zsas9jcedg,The Cardanaires Daedalus Silver,1
stake1uxmmep78wpncql5y8zf8gcu5fcthh95rv9rsjg00k60t0zql8lrx0,addr1qx8lzdl0l0z3tzlxmeulfl04rlhqmpxw3cru7wsqd5qgjyahhjruwur8splggwyjw33egnsh0wtgxc28pys7ld57k7yqnktkvw,The Cardanaires Daedalus Gold,1
stake1uxn37qupew286rntqyyfnf33nf5lrlmzkwygf6jljc2hursz8ja7c,addr1qxk2v5gtf5q0rjng66r5vfjnct5nwflnus6flafjqj99qjd8rupcrju5058xkqggnxnrrxnf78lk9vugsn49l9s40c8qdggqxq,The Cardanaires Daedalus Gold,1
stake1uxqh9rn76n8nynsnyvf4ulndjv0srcc8jtvumut3989cqmgjt49h6,addr1zxgx3far7qygq0k6epa0zcvcvrevmn0ypsnfsue94nsn3tvpw288a4x0xf8pxgcntelxmyclq83s0ykeehchz2wtspks905plm,The Cardanaires Daedalus Gold,1
stake1uxn37qupew286rntqyyfnf33nf5lrlmzkwygf6jljc2hursz8ja7c,addr1qxk2v5gtf5q0rjng66r5vfjnct5nwflnus6flafjqj99qjd8rupcrju5058xkqggnxnrrxnf78lk9vugsn49l9s40c8qdggqxq,The Cardanaires Daedalus Gold,1
stake1u8lnhtysl8j4c54je0jm25sn6us5u8quz0ktz3pnm6p3k8ckvgjq7,addr1qy8hgvjrgdvp9w0vawdsvza2xvxcyam04a6t7rg2uxrxdn0l8wkfp709t3ft9jl9k4fp84epfcwpcylvk9zr8h5rrv0stwkuky,The Cardanaires Daedalus Bronze,2
stake1uxlx88xz92cj3p4d5gt8dcmlnmz86crrvfd0zej5j5dz3rgmuxtv0,addr1qyddupap80x2fxumfyxlr57p66a8uvk8dkdsqc3t4wp5gjd7vwwvy2439zr2mgskwm3hl8ky04sxxcj679n9f9g69zxs8mgxpy,The Cardanaires Daedalus Bronze,1
stake1uxn37qupew286rntqyyfnf33nf5lrlmzkwygf6jljc2hursz8ja7c,addr1qxk2v5gtf5q0rjng66r5vfjnct5nwflnus6flafjqj99qjd8rupcrju5058xkqggnxnrrxnf78lk9vugsn49l9s40c8qdggqxq,The Cardanaires Daedalus Bronze,1
stake1uxn37qupew286rntqyyfnf33nf5lrlmzkwygf6jljc2hursz8ja7c,addr1qxk2v5gtf5q0rjng66r5vfjnct5nwflnus6flafjqj99qjd8rupcrju5058xkqggnxnrrxnf78lk9vugsn49l9s40c8qdggqxq,The Cardanaires Daedalus Bronze,1
stake1u95236g3f4x6pg6a8mwhfqk2eex2au6g7ddp3vvktvt28cqvaxyc3,addr1qyacc8wnptaltx90kgt7hruak4ljpcv8x87uk274xc8g5qmg4r53zn2d5z3460kawjpv4njv4me53u66rzcevkck50sq8djj86,The Cardanaires Daedalus Bronze,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Daedalus Bronze,1
stake1uy37g082tr4d4f8yrcvmyf5aqc0s6utt02v4m3zshx86djg9g4jtq,addr1qxaepuj3w3l6tqetume056zpcycmkp52zyr3s7xyumcejc3rus7w5k82m2jwg8sekgnf6pslp4ckk75ethz9pwv05mys6x6kla,The Cardanaires Church Silver,1
stake1u8lnhtysl8j4c54je0jm25sn6us5u8quz0ktz3pnm6p3k8ckvgjq7,addr1qy8hgvjrgdvp9w0vawdsvza2xvxcyam04a6t7rg2uxrxdn0l8wkfp709t3ft9jl9k4fp84epfcwpcylvk9zr8h5rrv0stwkuky,The Cardanaires Church Silver,1
stake1u9w474hvnceawcxe5lql76y7wwmc428x0j4zz743s7d0p0snc35ss,addr1q82uht9jycskynx89mzl3t9c66np6j9qgg2gdtxhxq59vmzatatwe83n6asdnf7pla5fuuah325wvl92y9atrpu67zlql60jmg,The Cardanaires Church Silver,1
stake1uysrmptrvwlscuqg30ravarxcft6kd2w7m8wfj00uylx8kghcjc30,addr1q8w7sdeas30aqrrp5usqvwfhlqj9altvwfkww0nmsvrnm93q8kzkxcalp3cq3z786e6xdsjh4v65aakwuny7lcf7v0vsr8cz62,The Cardanaires Church Gold,1
stake1u8lnhtysl8j4c54je0jm25sn6us5u8quz0ktz3pnm6p3k8ckvgjq7,addr1qy8hgvjrgdvp9w0vawdsvza2xvxcyam04a6t7rg2uxrxdn0l8wkfp709t3ft9jl9k4fp84epfcwpcylvk9zr8h5rrv0stwkuky,The Cardanaires Church Bronze,1
stake1u9jgcl0z0qak5lgy4xc37lcmv6278td032jkmv3a2g8hj4sklsz4y,addr1qx2rhevr07na8v2ejq0xjaxs2m8nnw5ddv9kz3yrwr650fmy3377y7pmdf7sf2d3ral3ke54uwk6lz49dker65s009tqul20uj,The Cardanaires Church Bronze,1
stake1u9w474hvnceawcxe5lql76y7wwmc428x0j4zz743s7d0p0snc35ss,addr1q82uht9jycskynx89mzl3t9c66np6j9qgg2gdtxhxq59vmzatatwe83n6asdnf7pla5fuuah325wvl92y9atrpu67zlql60jmg,The Cardanaires Church Bronze,1
stake1uym6ew6e5u93dt0284vrcn5jkujc9q3mxj0hh4pnctquaxqame62j,addr1q9uhtcqnfpquf06snzd963tmq67fhnr32c0k97tepvxee6eh4ja4nfctz6k7502c838f9de9s2prkdyl002r8skpe6vqg278ga,The Cardanaires Church Bronze,1
stake1u8rnxc4dg4saqr0d2hs2tqtp58w6pqua5q5h6j9flneqgkg097hr0,addr1qyna2wvy5ga6dmrrjrzqfq4c6me54tmjhsjtf27p5kdjzfx8xd3263tp6qx7640q5kqkrgwa5zpemgpf04y2nl8jq3vsyx9x8d,The Cardanaires Church Bronze,1
stake1uxlx88xz92cj3p4d5gt8dcmlnmz86crrvfd0zej5j5dz3rgmuxtv0,addr1qyddupap80x2fxumfyxlr57p66a8uvk8dkdsqc3t4wp5gjd7vwwvy2439zr2mgskwm3hl8ky04sxxcj679n9f9g69zxs8mgxpy,The Cardanaires Church Bronze,1
stake1u84j8crypurqeet724r0dxwmtlcnnarrz2ez2g2zx3ajm2ca7dw4s,addr1q8486jgs86na8af7m9a23e4yzdhpx7834evw0jds5dgrhwlty0sxgrcxpnjhu42x76vakhl3886xxy4jy5s5ydrm9k4s5qtdgw,The Cardanaires Church Bronze,1
stake17ykfvl6t62y5fvryvtsnch3lt406dcpls4n4d9pcekpnumg6v83tq,addr1x8rjw3pawl0kelu4mj3c8x20fsczf5pl744s9mxz9v8n7efvjel5h55fgjcxgchp830r7h2l5msrlpt8262r3nvr8ekstg4qrx,The Cardanaires Charles Silver,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Charles Silver,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Charles Gold,1
stake1uy6gfaxvzp6j7dgqfskqmarqqwmklx4lqwt9prvjx6vf9eq4wfqmq,addr1q995gehwv6k2vmprj4jzs3lducu74y6ktsxr42psr5hgp0p5sn6vcyr49u6sqnpvph6xqqahd7dt7quk2zxeyd5cjtjqal6lmg,The Cardanaires Charles Gold,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Charles Gold,1
stake1uxl56f54ap9kgj8vmn27cyhn39vcpa3exr5h5lt0pwdwgfcz3u2mr,addr1qxgppz8hp7c5rv43a4ygw69nwt4pfx8lrqvnqx54smx8dw4lf5nft6ztv3ywehx4asf08z2esrmrjv8f0f7k7zu6usns20t0nd,The Cardanaires Charles Gold,1
stake1u8lnhtysl8j4c54je0jm25sn6us5u8quz0ktz3pnm6p3k8ckvgjq7,addr1qy8hgvjrgdvp9w0vawdsvza2xvxcyam04a6t7rg2uxrxdn0l8wkfp709t3ft9jl9k4fp84epfcwpcylvk9zr8h5rrv0stwkuky,The Cardanaires Charles Bronze,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Charles Bronze,1
stake1u8quhwpckd3k9qxhj2z3wmf2xh37u8fp55h6d3ha0tpsnlcmachxc,addr1qyky3y4g9hh7p4rl83wuzapcg5jxdks42hus95en7mak3kxpewur3vmrv2qd0y59zakj5d0racwjrff05mr067krp8lsxwesw7,The Cardanaires Charles Bronze,1
stake1uxqh9rn76n8nynsnyvf4ulndjv0srcc8jtvumut3989cqmgjt49h6,addr1zxgx3far7qygq0k6epa0zcvcvrevmn0ypsnfsue94nsn3tvpw288a4x0xf8pxgcntelxmyclq83s0ykeehchz2wtspks905plm,The Cardanaires Charles Bronze,1
stake1uysrmptrvwlscuqg30ravarxcft6kd2w7m8wfj00uylx8kghcjc30,addr1q8w7sdeas30aqrrp5usqvwfhlqj9altvwfkww0nmsvrnm93q8kzkxcalp3cq3z786e6xdsjh4v65aakwuny7lcf7v0vsr8cz62,The Cardanaires Byron Silver,2
stake1uylppru5sv9vukkm7fd5njfgqz0xajxg9y4yqp35zkvhl0g62082z,addr1q83g6gc4da0qea79har5xv6h0fmfkzz0gy3uj5rxf2qmfvf7zz8efqc2eeddhujmf8yjsqy7dmyvs2f2gqrrg9ve077s3j3zjy,The Cardanaires Byron Silver,1
stake1u95jv8fry34dv3je57y8ktjy7wemmatajrluvkj9gy6fpeq9xme5r,addr1qxj5xwe2ggk5rupmdlwhn6wdpj22tpktt26amqtxscm5nktfycwjxfr26er9nfug0vhyfuanhh6hmy8lcedy2sf5jrjqms7e53,The Cardanaires Byron Silver,1
stake17ykfvl6t62y5fvryvtsnch3lt406dcpls4n4d9pcekpnumg6v83tq,addr1x8rjw3pawl0kelu4mj3c8x20fsczf5pl744s9mxz9v8n7efvjel5h55fgjcxgchp830r7h2l5msrlpt8262r3nvr8ekstg4qrx,The Cardanaires Byron Silver,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Byron Silver,1
stake1uysrmptrvwlscuqg30ravarxcft6kd2w7m8wfj00uylx8kghcjc30,addr1q8w7sdeas30aqrrp5usqvwfhlqj9altvwfkww0nmsvrnm93q8kzkxcalp3cq3z786e6xdsjh4v65aakwuny7lcf7v0vsr8cz62,The Cardanaires Byron Silver,1
stake1uy37g082tr4d4f8yrcvmyf5aqc0s6utt02v4m3zshx86djg9g4jtq,addr1qxaepuj3w3l6tqetume056zpcycmkp52zyr3s7xyumcejc3rus7w5k82m2jwg8sekgnf6pslp4ckk75ethz9pwv05mys6x6kla,The Cardanaires Byron Gold,1
stake1u982jwtlyd33szxflrkxmtrtc5e64wu44fe23dskd4k5pxsefu79u,addr1qxcl3rgxwv3nlh5wypmgmdfaf5jysvlx92m266905w228z2w4yuh7gmrrqyvn78vdkkxh3fn42aet2nj4zmpvmtdgzdqdkr4s7,The Cardanaires Byron Gold,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Byron Gold,1
stake1uy37g082tr4d4f8yrcvmyf5aqc0s6utt02v4m3zshx86djg9g4jtq,addr1qxaepuj3w3l6tqetume056zpcycmkp52zyr3s7xyumcejc3rus7w5k82m2jwg8sekgnf6pslp4ckk75ethz9pwv05mys6x6kla,The Cardanaires Byron Bronze,1
stake1u9w474hvnceawcxe5lql76y7wwmc428x0j4zz743s7d0p0snc35ss,addr1q82uht9jycskynx89mzl3t9c66np6j9qgg2gdtxhxq59vmzatatwe83n6asdnf7pla5fuuah325wvl92y9atrpu67zlql60jmg,The Cardanaires Byron Bronze,1
stake1ux5gqka0xhxlpyk5xtvhkekjth375t9uvkafpzr2h2rvewc0ce2cf,addr1qygqd6w996vzsvkcr9xuqfgtfpw4ll4zsl55md574mew8t4gspd67dwd7zfdgvke0dndyh0ragktced6jzyx4w5xejasr0wcf3,The Cardanaires Byron Bronze,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Byron Bronze,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Byron Bronze,1
stake1uxjlpa77xqcwve0zgpy47vrvzt3tzlr3rhgnuhv0z2xd48gvtkwgf,addr1qykhk63kuvcrcfjf33dtzskfnn0gmck43p6hzmq4k5x8efd97rmauvpsuej7yszftucxcyhzk978z8w38ewc7y5vm2wse5yswp,The Cardanaires Byron Bronze,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Byron Bronze,1
stake1uysrmptrvwlscuqg30ravarxcft6kd2w7m8wfj00uylx8kghcjc30,addr1q8w7sdeas30aqrrp5usqvwfhlqj9altvwfkww0nmsvrnm93q8kzkxcalp3cq3z786e6xdsjh4v65aakwuny7lcf7v0vsr8cz62,The Cardanaires Basho Silver,1
stake1uyqnl3uwvg98w6ehe8mh3hkffcs9fl2xqdzwu9pd0ymh4vsk3xzxt,addr1q9500z6x9aukm3zrlhwkap2y9zmz9hzlvdqhmnnlh7k3k6cp8lrcucs2wa4n0j0h0r0vjn3q2n75vq6yac2z67fh02eq89y07r,The Cardanaires Basho Silver,2
stake1ux54sgtkv03y22rgznldw0y4ac0lxpzrjgaaek89g4xwalgpdvpsv,addr1q9h8c4dj33kzykhppe4zs6jy5q0dmfnxd7mt24cgu88ed74ftqshvclzg55xs9876u7ftmsl7vzy8y3mmnvw232vam7st6qr26,The Cardanaires Basho Silver,2
stake17ykfvl6t62y5fvryvtsnch3lt406dcpls4n4d9pcekpnumg6v83tq,addr1x8rjw3pawl0kelu4mj3c8x20fsczf5pl744s9mxz9v8n7efvjel5h55fgjcxgchp830r7h2l5msrlpt8262r3nvr8ekstg4qrx,The Cardanaires Basho Silver,1
stake1uyt9n8s8tgjefsz7cmp448nwhly5tq54gs2h0ccqvyd3hqcws0m3f,addr1q98qjgkvv6ul6p5tlxvq9zxklnj87y0lf4s0lta4km4s0scktx0qwk39jnq9a3krt20xa07fgkpf23q4wl3sqcgmrwps79n8u9,The Cardanaires Basho Silver,1
stake1u90j3c926tspwjus9quackcar9egs805su5l3z2h80hv5rg4n60um,addr1q9z0xq3h6mlqge4n6eh4d5kc6qmhrw3k0mjdfe904nynsrzl9rs245hqza9eq2pem3d36xtj3qwlfpeflzy4wwlwegxsgzdffn,The Cardanaires Basho Silver,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Basho Silver,1
stake1uxmppyd9hl2tf0jyvdw8qafl5fz972rl2qevttra3d7dzpqnav8ga,addr1qxmeyae7fqhfd0luu66dhqevajjg83f0zv0h9ykg52gsckakzzg6t075kjlygc6uwp6nlgjytu5875pjckk8mzmu6yzq7cu334,The Cardanaires Basho Silver,1
stake1u982jwtlyd33szxflrkxmtrtc5e64wu44fe23dskd4k5pxsefu79u,addr1qxcl3rgxwv3nlh5wypmgmdfaf5jysvlx92m266905w228z2w4yuh7gmrrqyvn78vdkkxh3fn42aet2nj4zmpvmtdgzdqdkr4s7,The Cardanaires Basho Gold,1
stake1uyupengvd4j6jync9dwt57fxwm8gdevn3f9zn5m923u67ygdnk825,addr1q8qcpwj5x9dpemnp2rfuzvfjqjjlxpvynznuf8p7r37h8wfcrnxscmt94yf8s26uhfujvakwsmje8zj298fk24re4ugs597uet,The Cardanaires Basho Gold,1
stake1u9w474hvnceawcxe5lql76y7wwmc428x0j4zz743s7d0p0snc35ss,addr1q82uht9jycskynx89mzl3t9c66np6j9qgg2gdtxhxq59vmzatatwe83n6asdnf7pla5fuuah325wvl92y9atrpu67zlql60jmg,The Cardanaires Basho Gold,1
stake1uxmppyd9hl2tf0jyvdw8qafl5fz972rl2qevttra3d7dzpqnav8ga,addr1qxmeyae7fqhfd0luu66dhqevajjg83f0zv0h9ykg52gsckakzzg6t075kjlygc6uwp6nlgjytu5875pjckk8mzmu6yzq7cu334,The Cardanaires Basho Gold,1
stake1uy4auuevfyxp2ueqlpejanav2zt9gge0gr8wv5yzf8t9qlc34mh09,addr1q8khm404q0dkje94tdyw3vge6hzcm54ekfx4tplap7nmgx3tmeejcjgvz4ejp7rn9m86c5yk2s3j7sxwueggyjwk2plssvyaud,The Cardanaires Basho Gold,1
stake1uyagxn4plf7nef8cm9xyu0kh53vjtml5m6c55lnf9cr3gwccxqqj2,addr1qyjf5ma3y79jymp8kzves0yej43u3028gcdph765zqwcufe6sd82r7na8jj03k2vfcld0fzeyhhlfh43fflxjts8zsas9jcedg,The Cardanaires Basho Bronze,2
stake1uy37g082tr4d4f8yrcvmyf5aqc0s6utt02v4m3zshx86djg9g4jtq,addr1qxaepuj3w3l6tqetume056zpcycmkp52zyr3s7xyumcejc3rus7w5k82m2jwg8sekgnf6pslp4ckk75ethz9pwv05mys6x6kla,The Cardanaires Basho Bronze,1
stake1u8lnhtysl8j4c54je0jm25sn6us5u8quz0ktz3pnm6p3k8ckvgjq7,addr1qy8hgvjrgdvp9w0vawdsvza2xvxcyam04a6t7rg2uxrxdn0l8wkfp709t3ft9jl9k4fp84epfcwpcylvk9zr8h5rrv0stwkuky,The Cardanaires Basho Bronze,1
stake1u982jwtlyd33szxflrkxmtrtc5e64wu44fe23dskd4k5pxsefu79u,addr1qxcl3rgxwv3nlh5wypmgmdfaf5jysvlx92m266905w228z2w4yuh7gmrrqyvn78vdkkxh3fn42aet2nj4zmpvmtdgzdqdkr4s7,The Cardanaires Basho Bronze,1
stake1u8alpgw6alxv74dvv7m2pjf9zazu4gmlecwypwfaqmhsakq2eh35n,addr1q830hgjr2skwcz5uz52ywgmpmyekfkqusrvnaa44jxjal90m7zsa4m7vea26ceak5ryj2969e23hlnsugzun6ph0pmvqv000sh,The Cardanaires Basho Bronze,1
stake1u8sqzyskaqeg4dzsaqa34665gefaax7k20h8lzmhqsfdzfqrkvxpm,addr1qy64ga0r95l6xcpesnrpme4mp3h792gxzfj59n6tkt3ay6lqqyfpd6pj3269p6pmrt44g3jnm6dav5lw079hwpqj6yjqkm6zgv,The Cardanaires Basho Bronze,1
stake1uyupengvd4j6jync9dwt57fxwm8gdevn3f9zn5m923u67ygdnk825,addr1q8qcpwj5x9dpemnp2rfuzvfjqjjlxpvynznuf8p7r37h8wfcrnxscmt94yf8s26uhfujvakwsmje8zj298fk24re4ugs597uet,The Cardanaires Basho Bronze,1
stake1uyujxas0ucc8hx9jfm9n87k7hvrnhq20d6qtk7j2p3az8hcuwsw2a,addr1qx76wy20r04mh62vuclsz3t7pzj8nz89kpvavg90l7gmsxeeydmqle3s0wvtynktx0adawc88wq57m5qhday5rr6y00sq0pll2,The Cardanaires Basho Bronze,1
stake1u84vzvamz83ygtware634k9vlk4xpwan0vrun6rqv6r2ctgjsxvrz,addr1qxrpq4q4q8aq2ld23p4n0fu0s67r30j56cqvwlpe8y8tyk02cyemky0zgska68n4rtv2eld2vzamx7c8e85xqe5x4sksp34va4,The Cardanaires Basho Bronze,1
stake1ux55vqu9hm3xwdsjs3trvw8amtcv75p8dnzpfjjg8pfy0cq9xqcns,addr1q8rhdkwrpwlfm7dakldcdp3zrh5z762pp07q885mxppfyu4fgcpct0hzvump9pzkxcu0mkhseagzwmxyzn9yswzjglsqqqfala,The Cardanaires Basho Bronze,1
stake1uxqh9rn76n8nynsnyvf4ulndjv0srcc8jtvumut3989cqmgjt49h6,addr1zxgx3far7qygq0k6epa0zcvcvrevmn0ypsnfsue94nsn3tvpw288a4x0xf8pxgcntelxmyclq83s0ykeehchz2wtspks905plm,The Cardanaires Basho Bronze,1
stake1uyah5n94jr278uuzpsxw7fdu2tmjnre2947ca2ymh0hp7dq6w5cc7,addr1qy6lkr6lqfrg2vmmv0u5lh9xmzasv0x50qymmq802c6n2sem0fxttyx4u0ecyrqvaujmc5hh9x8j5tta365fhwlwru6qejlwdw,The Cardanaires Basho Bronze,1
stake1u95jv8fry34dv3je57y8ktjy7wemmatajrluvkj9gy6fpeq9xme5r,addr1qxj5xwe2ggk5rupmdlwhn6wdpj22tpktt26amqtxscm5nktfycwjxfr26er9nfug0vhyfuanhh6hmy8lcedy2sf5jrjqms7e53,The Cardanaires Basho Bronze,1
stake1uyk066fu3jmevjvpr7ve8vu7y2lpesq2vw2ts5mpugfe22qth3vzh,addr1q9xvdgghd3r0pcm96yrfl66z674fdw0k2u0vvrv0nrmtuwevl45ner9hjeycz8uejweeug47rnqq5cu5hpfkrcsnj55qzekj95,The Cardanaires Basho Bronze,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Basho Bronze,1
