Stakekey,Address,NFT,Amount
stake1uxz4dgzr2q05kauynj805pmdknzhdd5v5qz6239mujda8xgljutkm,addr1qxepdw7z36akddxcw0ver75leg0qqghr55cz282g5utv0ru926syx5qlfdmcf8ywlgrkmdx9w6mgegq954ztheym6wvs0rgc0s,The Cardanaires Basho Bronze,1
stake1uxqh9rn76n8nynsnyvf4ulndjv0srcc8jtvumut3989cqmgjt49h6,addr1zxgx3far7qygq0k6epa0zcvcvrevmn0ypsnfsue94nsn3tvpw288a4x0xf8pxgcntelxmyclq83s0ykeehchz2wtspks905plm,The Cardanaires Alonzo Silver,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Alonzo Silver,1
stake1uysrmptrvwlscuqg30ravarxcft6kd2w7m8wfj00uylx8kghcjc30,addr1q8w7sdeas30aqrrp5usqvwfhlqj9altvwfkww0nmsvrnm93q8kzkxcalp3cq3z786e6xdsjh4v65aakwuny7lcf7v0vsr8cz62,The Cardanaires Alonzo Silver,1
stake1uy0jjs8z8nrqy59wk22q7euwh59ekechvuhkayug2zc2nkc97khht,addr1qxwxs3p028rs4yerjl29ych733tqd34m6aywrs2d09chy8gl99qwy0xxqfg2av55panca0gtndn3wee0d6fcs59s48dslqldqr,The Cardanaires Alonzo Silver,1
stake1uxjlpa77xqcwve0zgpy47vrvzt3tzlr3rhgnuhv0z2xd48gvtkwgf,addr1qykhk63kuvcrcfjf33dtzskfnn0gmck43p6hzmq4k5x8efd97rmauvpsuej7yszftucxcyhzk978z8w38ewc7y5vm2wse5yswp,The Cardanaires Alonzo Bronze,1
stake1uxdx6sxyupy28kffq7wp6t85hha6rh09y76pwvnrlqcw50c4sjpen,addr1qx24j3z5ej5l8re848dtuchuj7mrvkmxn4g6u2a2mfn8jyv6d4qvfczg50vjjpuur5k0f00m58w72fa5zuex87psagls87k36l,The Cardanaires Alonzo Bronze,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Alonzo Bronze,1
stake1uyfa74nwqmstmkpdh22xrnyg0yfcte80dfj00kznfedl65cvfm60a,addr1qxuecj5gau23z3u3sjsdv9jewgtffapzamu48c3ne82j8zqnmatxuphqhhvzmw55v8xgs7gnshjw76ny7lv9xnjml4fsh463md,The Cardanaires Alonzo Bronze,1
stake1u95jv8fry34dv3je57y8ktjy7wemmatajrluvkj9gy6fpeq9xme5r,addr1qxj5xwe2ggk5rupmdlwhn6wdpj22tpktt26amqtxscm5nktfycwjxfr26er9nfug0vhyfuanhh6hmy8lcedy2sf5jrjqms7e53,The Cardanaires Alonzo Bronze,1
stake1uxdx6sxyupy28kffq7wp6t85hha6rh09y76pwvnrlqcw50c4sjpen,addr1qx24j3z5ej5l8re848dtuchuj7mrvkmxn4g6u2a2mfn8jyv6d4qvfczg50vjjpuur5k0f00m58w72fa5zuex87psagls87k36l,The Cardanaires Alonzo Bronze,1
stake1u9ns59tawdqdfnyv3p49q9z3qxxn8rkm8fy96ukx9ap3qpcx9x350,addr1q8ddv2x4ezy63rkhp22edsg6066n4d55hmznfwzf4rkwsgr8pg2h6u6q6nxgezr22q29zqvdxw8dkwjgt4evvt6rzqrs23t5c2,The Cardanaires Alonzo Bronze,1
stake1uysrmptrvwlscuqg30ravarxcft6kd2w7m8wfj00uylx8kghcjc30,addr1q8w7sdeas30aqrrp5usqvwfhlqj9altvwfkww0nmsvrnm93q8kzkxcalp3cq3z786e6xdsjh4v65aakwuny7lcf7v0vsr8cz62,The Cardanaires Alonzo Bronze,1
